CULTURE;LOCID;ORDER;BGD;BGD_GEN_AO;BGD_GEN_CS;BGD_GEN_AO_TB;BGD_GEN_CS_TB;DIS_BGD;BGD_GEN_TB;DIS_BGD_GEN_TB;BGD_SPEC_AO;BGD_SPEC_CS;;;;;;;;;;;;;;;;;;;;;
Turkana;257;1;dislike worshipping idols ;ritual;ritual;ritual;ritual;0;ritual;0;idolatry;idolatry;;;;;;;;;;;;;;;;;;;;;
Turkana;183;1;stealing ;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Turkana;34;1;stealing ;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Turkana;49;1;dislike harsh person ;morality;morality;morality;morality;0;morality;0;antagonism;strong;;;;;;;;;;;;;;;;;;;;;
Turkana;3;2;dislike arrogancy;virtue;virtue;virtue;virtue;0;virtue;0;arrogance;arrogance;;;;;;;;;;;;;;;;;;;;;
Turkana;167;2;dislike envy people ;virtue;virtue;virtue;virtue;0;virtue;0;envy;jealousy;;;;;;;;;;;;;;;;;;;;;
Turkana;256;2;dislike selfishness ;morality;virtue;morality;virtue;1;virtue;0;selfish;egoism;;;;;;;;;;;;;;;;;;;;;
Turkana;65;1;dislike arrogancy ;virtue;virtue;virtue;virtue;0;virtue;0;arrogance;arrogance;;;;;;;;;;;;;;;;;;;;;
Turkana;297;2;dislike people to kill others ;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Turkana;100;3;dislike adultery ;morality;morality;morality;morality;0;morality;0;adultery;adultery;;;;;;;;;;;;;;;;;;;;;
Turkana;204;1;dislike adultery;morality;morality;morality;morality;0;morality;0;adultery;adultery;;;;;;;;;;;;;;;;;;;;;
Turkana;247;5;Hating your friends neighbour;virtue;virtue;virtue;virtue;0;virtue;0;antagonism;hate;;;;;;;;;;;;;;;;;;;;;
Turkana;311;2;dislike arrogancy.;virtue;virtue;virtue;virtue;0;virtue;0;arrogance;arrogance;;;;;;;;;;;;;;;;;;;;;
Turkana;17;1;dislike people who abuse their parents or elderly.;morality;morality;morality;morality;0;morality;0;mistreatment;mistreating others;;;;;;;;;;;;;;;;;;;;;
Turkana;121;4;dislikefighting;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Turkana;290;2;when you be-witch others;morality;specific;morality;specific;1;specific;0;bewitching;witching;;;;;;;;;;;;;;;;;;;;;
Turkana;265;2;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Turkana;250;3;dislike stealing ;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Turkana;240;1;when you murder someone ;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Cachoeira;CA056;2;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1325;5;neglect him;religion;morality;religion;religion;0;religion;0;disbelief;worship.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;H1229;1;people to be in problems;people;people;people;people;0;people;0;suffering;troubles;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1700;1;Greedy people;morality;virtue;virtue;virtue;0;virtue;0;greed;greed;;;;;;;;;;;;;;;;;;;;;
Cachoeira;CA066;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Cachoeira;CA066;2;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1585;1;Liars;morality;morality;morality;morality;0;morality;0;dishonesty;truthfulness.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1786;2;people who don’t worship him properly;ritual;ritual;ritual;ritual;0;ritual;0;disbelief;worship.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1784;2;violence;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1164;3;witchcraft;morality;specific;morality;specific;1;specific;0;witchcraft;witching;;;;;;;;;;;;;;;;;;;;;
Cachoeira;CA052;1;murmur against him;morality;morality;morality;religion;1;morality;0;critique;murmur;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1585;2;People get excited and fight;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Mysore;C3;2;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;A3;1;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Turkana;60;5;dislike murderers;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Samburu;2290102;2;witchcraft;morality;specific;morality;virtue;1;specific;1;witchcraft;witching;;;;;;;;;;;;;;;;;;;;;
Peru;1024;1;Murderers;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Mysore;C67;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Turkana;76;4;gossiper;morality;etiquette;morality;etiquette;1;morality;0;gossip;gossip;;;;;;;;;;;;;;;;;;;;;
Turkana;5;2;dislikes fighting;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1061;1;Pray hima alone, this would lead to problems in the family;ritual;ritual;ritual;ritual;0;ritual;0;monolatry;prayer;;;;;;;;;;;;;;;;;;;;;
Turkana;263;5;lying people;morality;morality;morality;morality;0;morality;0;dishonesty;truthfulness.n;;;;;;;;;;;;;;;;;;;;;
Turkana;96;4;envy from people;virtue;virtue;virtue;virtue;0;virtue;0;envy;jealousy;;;;;;;;;;;;;;;;;;;;;
Turkana;316;2;dislike people who don’t show any love to elderly/aged group;morality;virtue;morality;virtue;1;morality;0;disrespect;love.n;;;;;;;;;;;;;;;;;;;;;
Turkana;67;2;dislike fighting of people ;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Turkana;282;5;quarreling;morality;morality;morality;morality;0;morality;0;arguing;quarrel;;;;;;;;;;;;;;;;;;;;;
Turkana;297;4;dislike arrogancy ;virtue;virtue;virtue;virtue;0;virtue;0;arrogance;arrogance;;;;;;;;;;;;;;;;;;;;;
Turkana;302;2;beat innocent people without  reason;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Turkana;333;3;fighting our friends,parents;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Turkana;76;3;envious;virtue;virtue;virtue;virtue;0;virtue;0;envy;jealousy;;;;;;;;;;;;;;;;;;;;;
Turkana;78;2;murder;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Turkana;246;1;dislike chaotic people in the community;morality;people;morality;people;1;people;0;immoral behaviour;chaos;;;;;;;;;;;;;;;;;;;;;
Turkana;259;4;dislike quarrelling ;morality;morality;morality;morality;0;morality;0;arguing;quarrel;;;;;;;;;;;;;;;;;;;;;
Turkana;293;5;dislike inciting others to fight;morality;morality;morality;morality;0;morality;0;aggression;violence;;;;;;;;;;;;;;;;;;;;;
Turkana;199;3;dislike peoplewho fights neighbours;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Turkana;204;5;dislike thieves ;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Turkana;199;4;dislike those who beats their wives;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Turkana;286;5;abusing the people of God;morality;morality;morality;morality;0;morality;0;mistreatment;mistreating others;;;;;;;;;;;;;;;;;;;;;
Turkana;193;4;people who do not respect others ;morality;morality;morality;morality;0;morality;0;disrespect;respect.n;;;;;;;;;;;;;;;;;;;;;
Turkana;75;5;dislike arrogant people ;virtue;virtue;virtue;virtue;0;virtue;0;arrogance;arrogance;;;;;;;;;;;;;;;;;;;;;
Turkana;72;4;people who worship idols;ritual;ritual;ritual;ritual;0;ritual;0;idolatry;idolatry;;;;;;;;;;;;;;;;;;;;;
Turkana;199;5;people who steal ;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Turkana;27;4;dislike witchcraft ;morality;specific;morality;specific;1;specific;0;witchcraft;witching;;;;;;;;;;;;;;;;;;;;;
Turkana;312;5;people who are envious;virtue;virtue;virtue;virtue;0;virtue;0;envy;jealousy;;;;;;;;;;;;;;;;;;;;;
Turkana;208;4;dislike christians who don’t give offerings to the church ;ritual;ritual;ritual;ritual;0;ritual;0;sacrifice.n;sacrifice.n;;;;;;;;;;;;;;;;;;;;;
Turkana;110;1;being envy;virtue;virtue;virtue;virtue;0;virtue;0;envy;jealousy;;;;;;;;;;;;;;;;;;;;;
Samburu;2100301;2;selfishness;morality;virtue;morality;morality;0;virtue;1;selfish;egoism;;;;;;;;;;;;;;;;;;;;;
Samburu;2730102;1;God hates people who hate other people;virtue;virtue;virtue;morality;1;virtue;0;antagonism;hate;;;;;;;;;;;;;;;;;;;;;
Turkana;113;1;dislike people who do not share what they have with others (mean people);morality;morality;morality;morality;0;morality;0;selfish;helpful;;;;;;;;;;;;;;;;;;;;;
Turkana;217;2;dislike witchcraft;morality;specific;morality;specific;1;specific;0;witchcraft;witching;;;;;;;;;;;;;;;;;;;;;
Turkana;210;2;Dislikes who mistreat elders in the community;morality;morality;morality;morality;0;morality;0;mistreatment;mistreating others;;;;;;;;;;;;;;;;;;;;;
Turkana;208;5;dislike people who are pagans ;religion;religion;religion;religion;0;religion;0;idolatry;idolatry;;;;;;;;;;;;;;;;;;;;;
Turkana;137;4;dislike people to worship idols ;ritual;ritual;ritual;ritual;0;ritual;0;idolatry;idolatry;;;;;;;;;;;;;;;;;;;;;
Turkana;63;4;dislikes murder;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Turkana;137;2;dislike fighting ;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Turkana;134;3;dislikes greedness;morality;virtue;virtue;virtue;0;virtue;0;greed;greed;;;;;;;;;;;;;;;;;;;;;
Turkana;137;5;dislike greediness ;morality;virtue;virtue;virtue;0;virtue;0;greed;greed;;;;;;;;;;;;;;;;;;;;;
Turkana;63;5;dislikes witching others;morality;specific;morality;specific;1;specific;0;bewitching;witching;;;;;;;;;;;;;;;;;;;;;
Turkana;78;1;dislike covetiousness;virtue;morality;virtue;morality;1;virtue;0;envy;jealousy;;;;;;;;;;;;;;;;;;;;;
Turkana;289;1;dislikes murder;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Turkana;308;5;abuse of his servants ;morality;religion;morality;religion;1;morality;0;mistreatment;mistreating others;;;;;;;;;;;;;;;;;;;;;
Turkana;134;5;dislikes thieves;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Turkana;145;2;dislikes thieves;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Turkana;102;4;dislike envious people ;virtue;virtue;virtue;virtue;0;virtue;0;envy;jealousy;;;;;;;;;;;;;;;;;;;;;
Turkana;140;4;dislikes unhumbled person;virtue;virtue;virtue;virtue;0;virtue;0;pride;humility.n;;;;;;;;;;;;;;;;;;;;;
Turkana;289;3;dislikes stealling ;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Turkana;313;5;dislike fighters;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Turkana;55;5;covetors of other people's property.;virtue;morality;virtue;morality;1;virtue;0;envy;jealousy;;;;;;;;;;;;;;;;;;;;;
Turkana;318;4;Dislikes hatred between themselves;morality;miscellaneous;morality;miscellaneous;1;miscellaneous;0;antagonism;hate;;;;;;;;;;;;;;;;;;;;;
Turkana;255;1;talking lies;morality;morality;morality;morality;0;morality;0;dishonesty;truthfulness.n;;;;;;;;;;;;;;;;;;;;;
Turkana;305;2;be-wicthing;morality;specific;morality;specific;1;specific;0;bewitching;witching;;;;;;;;;;;;;;;;;;;;;
Turkana;94;1;dislikes adulterous behaviour;morality;morality;morality;morality;0;morality;0;adultery;adultery;;;;;;;;;;;;;;;;;;;;;
Turkana;313;1;dislike thieves ;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Turkana;145;3;dislikes murderes;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Turkana;210;5;Dislikes murderers;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Turkana;57;4;God dislike people who have hatred towards others;virtue;virtue;virtue;virtue;0;virtue;0;antagonism;hate;;;;;;;;;;;;;;;;;;;;;
Turkana;140;2;dislikes stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Turkana;104;3;dislikes enviours people;virtue;virtue;virtue;virtue;0;virtue;0;envy;jealousy;;;;;;;;;;;;;;;;;;;;;
Turkana;5;4;Dislikes witchcraft act;morality;specific;morality;specific;1;specific;0;witchcraft;witching;;;;;;;;;;;;;;;;;;;;;
Turkana;318;5;Dislikes people who revenge;morality;morality;morality;morality;0;morality;0;vengefulness;revenge;;;;;;;;;;;;;;;;;;;;;
Turkana;109;5;Dislikes the act of stealling;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Turkana;145;1;Dislikes people who hate their neighbors;virtue;virtue;virtue;virtue;0;virtue;0;antagonism;hate;;;;;;;;;;;;;;;;;;;;;
Turkana;106;2;dislikes fighters;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Turkana;134;4;dislikes people mix their believes.;religion;virtue;religion;religion;0;religion;0;idolatry;idolatry;;;;;;;;;;;;;;;;;;;;;
Turkana;113;5;dislike pagans ;religion;religion;religion;religion;0;religion;0;idolatry;idolatry;;;;;;;;;;;;;;;;;;;;;
Turkana;310;1;dislike curses ;morality;etiquette;morality;etiquette;1;specific;1;witchcraft;swearing;;;;;;;;;;;;;;;;;;;;;
Turkana;313;4;dislike disrespectful believers;morality;morality;morality;morality;0;morality;0;disrespect;worship;;;;;;;;;;;;;;;;;;;;;
Turkana;94;2;dislikes thieves ;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Turkana;246;4;dislikes witch craft;morality;specific;morality;specific;1;specific;0;witchcraft;witching;;;;;;;;;;;;;;;;;;;;;
Turkana;95;5;dislikes robbers;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Turkana;102;1;dislike witchcraft ;morality;specific;morality;specific;1;specific;0;witchcraft;witching;;;;;;;;;;;;;;;;;;;;;
Turkana;137;1;dislike people to disrespect their parents ;morality;morality;morality;morality;0;morality;0;disrespecting family;respect.n;;;;;;;;;;;;;;;;;;;;;
Turkana;322;2;shedding people's blood ;morality;morality;morality;morality;0;morality;0;violence;murder;;;;;;;;;;;;;;;;;;;;;
Turkana;304;2;dislike stealing ;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Turkana;201;5;dislike people who disrespect others ;morality;morality;morality;morality;0;morality;0;disrespect;respect;;;;;;;;;;;;;;;;;;;;;
Turkana;289;2;dislikes witching your neighbor;morality;specific;morality;specific;1;specific;0;bewitching;witching;;;;;;;;;;;;;;;;;;;;;
Turkana;140;1;dislikes people who fight others;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Turkana;54;5;dislike people who mistreat poor people ;morality;morality;morality;morality;0;morality;0;mistreatment;mistreating others;;;;;;;;;;;;;;;;;;;;;
Turkana;94;5;dislikes people who disrespect their parents ;morality;morality;morality;morality;0;morality;0;disrespecting family;respect.n;;;;;;;;;;;;;;;;;;;;;
Turkana;95;4;dislikes non-believers;religion;virtue;religion;religion;0;religion;0;disbelief;devotees.n;;;;;;;;;;;;;;;;;;;;;
Turkana;5;1;dislikes stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Turkana;55;3;dislikes be-witching people;morality;specific;morality;specific;1;specific;0;bewitching;witching;;;;;;;;;;;;;;;;;;;;;
Turkana;222;4;Dislikes witchcraft;morality;specific;morality;specific;1;specific;0;witchcraft;witching;;;;;;;;;;;;;;;;;;;;;
Turkana;243;3;dislike people who worship other local Gods ;ritual;ritual;ritual;ritual;0;ritual;0;idolatry;idolatry;;;;;;;;;;;;;;;;;;;;;
Turkana;18;1;Dislikes fighting;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Turkana;69;5;God dislike rapists;morality;morality;morality;morality;0;morality;0;raping;rape;;;;;;;;;;;;;;;;;;;;;
Turkana;75;4;dislike witchcrafts ;morality;specific;morality;specific;1;specific;0;witchcraft;witching;;;;;;;;;;;;;;;;;;;;;
Turkana;75;3;dislike murderers;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Turkana;159;1;God dislike people to gossip the others;morality;etiquette;morality;etiquette;1;morality;0;gossip;gossip;;;;;;;;;;;;;;;;;;;;;
Turkana;261;2;God dislike people who visit the witchdoctors and practice rituals ;ritual;miscellaneous;ritual;miscellaneous;1;specific;1;idolatry;witchdoctor;;;;;;;;;;;;;;;;;;;;;
Turkana;89;5;dislike people who commit murder;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Turkana;114;2;God dislike people be-witching others ;morality;specific;morality;specific;1;specific;0;bewitching;witching;;;;;;;;;;;;;;;;;;;;;
Turkana;114;3;God dislike people who commit murder;morality;virtue;morality;virtue;1;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1314;2;insult him;religion;morality;morality;religion;1;religion;0;blasphemy;insults;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1683;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Turkana;24;2;dislike stealing ;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Turkana;333;2;taking drugs like bhang,alcohol;substance use/abuse;substance use;substance use/abuse;substance use/abuse;0;substance use/abuse;0;drugs;drugs;;;;;;;;;;;;;;;;;;;;;
Turkana;212;1;be-witching  people ;morality;specific;morality;specific;1;specific;0;bewitching;witching;;;;;;;;;;;;;;;;;;;;;
Turkana;41;5;dislike rape ;morality;morality;morality;morality;0;morality;0;raping;rape;;;;;;;;;;;;;;;;;;;;;
Turkana;177;1;dislike people being murderers ;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Turkana;42;1; dislike fighting ;morality;morality;morality;morality;0;morality;0;fighting;violence.n;;;;;;;;;;;;;;;;;;;;;
Turkana;235;1;beating others without mercy;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Turkana;228;5;selfishness and being too harsh person;morality;virtue;morality;virtue;1;virtue;0;selfish;egoism;;;;;;;;;;;;;;;;;;;;;
Turkana;195;5;dislike rude people;etiquette;morality;etiquette;morality;1;etiquette;0;impoliteness;manners.n;;;;;;;;;;;;;;;;;;;;;
Turkana;56;2;dislike people who fight ;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Turkana;206;5;dislike people who do not relate with others in good way / manner;morality;morality;morality;morality;0;morality;0;immoral behaviour;manners.n;;;;;;;;;;;;;;;;;;;;;
Turkana;42;2;dislike stealing  ;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Turkana;224;1;dislikes thieves;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Turkana;82;3;dislike to mention his name in vain ;etiquette;religion;etiquette;etiquette;0;religion;1;taking god's name in vain;blasphemy;;;;;;;;;;;;;;;;;;;;;
Turkana;111;3;dislikes adultery ;morality;morality;morality;morality;0;morality;0;adultery;adultery;;;;;;;;;;;;;;;;;;;;;
Turkana;228;3;dislike be-witching others;morality;specific;morality;specific;1;specific;0;bewitching;witching;;;;;;;;;;;;;;;;;;;;;
Turkana;31;5;dislike people to witch others;morality;specific;morality;specific;1;specific;0;bewitching;witching;;;;;;;;;;;;;;;;;;;;;
Turkana;249;1;dislike stealing ;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Turkana;216;4;Dislike witching some one beautiful child.;morality;specific;morality;specific;1;specific;0;bewitching;witching;;;;;;;;;;;;;;;;;;;;;
Turkana;168;4;dislike drunkardness ;substance use/abuse;substance use;substance use/abuse;substance use/abuse;0;substance use/abuse;0;drunkenness;alcohol;;;;;;;;;;;;;;;;;;;;;
Turkana;120;1;dislike stealing ;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Turkana;295;1;dislike people who curse others;morality;specific;morality;specific;1;specific;0;bewitching;witching;;;;;;;;;;;;;;;;;;;;;
Turkana;171;1;dislike murder;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Turkana;46;5;drunkard person who misbehave ;morality;substance use;morality;substance use/abuse;1;substance use/abuse;0;immoral behaviour;alcohol;;;;;;;;;;;;;;;;;;;;;
